"size_bits","prime"
"21","1088977"
"21","1088987"
"21","1088993"
"21","1089017"
"21","1089029"
"21","1089047"
"21","1089091"
"21","1089103"
"21","1089107"
"21","1089113"
"21","1089133"
"21","1089161"
"21","1089191"
"21","1089197"
"21","1089217"
"21","1089223"
"21","1089227"
"21","1089239"
"21","1089259"
"21","1089299"
"21","1089313"
"21","1089359"
"21","1089383"
"21","1089397"
"21","1089401"
"21","1089421"
"21","1089427"
"21","1089457"
"21","1089461"
"21","1089463"
"21","1089469"
"21","1089481"
"21","1089497"
"21","1089503"
"21","1089509"
"21","1089523"
"21","1089551"
"21","1089563"
"21","1089611"
"21","1089629"
"21","1089653"
"21","1089661"
"21","1089677"
"21","1089679"
"21","1089703"
"21","1089709"
"21","1089713"
"21","1089757"
"21","1089793"
"21","1089799"
"21","1089841"
"21","1089863"
"21","1089877"
"21","1089917"
"21","1089919"
"21","1089941"
"21","1089943"
"21","1089961"
"21","1089967"
"21","1090003"
"21","1090013"
"21","1090021"
"21","1090027"
"21","1090031"
"21","1090097"
"21","1090099"
"21","1090127"
"21","1090129"
"21","1090151"
"21","1090153"
"21","1090169"
"21","1090181"
"21","1090189"
"21","1090211"
"21","1090213"
"21","1090217"
"21","1090241"
"21","1090249"
"21","1090267"
"21","1090273"
"21","1090303"
"21","1090333"
"21","1090373"
"21","1090381"
"21","1090387"
"21","1090403"
"21","1090409"
"21","1090421"
"21","1090423"
"21","1090457"
"21","1090459"
"21","1090469"
"21","1090471"
"21","1090483"
"21","1090493"
"21","1090519"
"21","1090553"
"21","1090577"
"21","1090589"
"21","1090597"
"21","1090613"
"21","1090627"
"21","1090681"
"21","1090697"
"21","1090709"
"21","1090711"
"21","1090717"
"21","1090721"
"21","1090757"
"21","1090759"
"21","1090769"
"21","1090783"
"21","1090799"
"21","1090807"
"21","1090819"
"21","1090841"
"21","1090849"
"21","1090877"
"21","1090879"
"21","1090883"
"21","1090889"
"21","1090891"
"21","1090897"
"21","1090909"
"21","1090919"
"21","1090927"
"21","1090937"
"21","1090939"
"21","1090949"
"21","1090963"
"21","1090967"
"21","1090979"
"21","1090997"
"21","1091003"
"21","1091017"
"21","1091021"
"21","1091023"
"21","1091033"
"21","1091047"
"21","1091053"
"21","1091059"
"21","1091063"
"21","1091071"
"21","1091119"
"21","1091137"
"21","1091147"
"21","1091149"
"21","1091159"
"21","1091161"
"21","1091173"
"21","1091177"
"21","1091191"
"21","1091219"
"21","1091221"
"21","1091239"
"21","1091243"
"21","1091257"
"21","1091261"
"21","1091263"
"21","1091267"
"21","1091269"
"21","1091273"
"21","1091287"
"21","1091329"
"21","1091339"
"21","1091359"
"21","1091369"
"21","1091371"
"21","1091381"
"21","1091393"
"21","1091399"
"21","1091401"
"21","1091411"
"21","1091413"
"21","1091443"
"21","1091459"
"21","1091471"
"21","1091477"
"21","1091509"
"21","1091521"
"21","1091527"
"21","1091549"
"21","1091551"
"21","1091561"
"21","1091581"
"21","1091591"
"21","1091609"
"21","1091617"
"21","1091627"
"21","1091633"
"21","1091639"
"21","1091659"
"21","1091663"
"21","1091681"
"21","1091687"
"21","1091711"
"21","1091729"
"21","1091731"
"21","1091737"
"21","1091749"
"21","1091777"
"21","1091807"
"21","1091809"
"21","1091837"
"21","1091843"
"21","1091863"
"21","1091869"
"21","1091887"
"21","1091917"
"21","1091939"
"21","1091957"
"21","1091983"
"21","1092019"
"21","1092023"
"21","1092041"
"21","1092043"
"21","1092059"
"21","1092061"
"21","1092067"
"21","1092089"
"21","1092103"
"21","1092107"
"21","1092127"
"21","1092137"
"21","1092151"
"21","1092163"
"21","1092173"
"21","1092181"
"21","1092191"
"21","1092209"
"21","1092229"
"21","1092241"
"21","1092251"
"21","1092257"
"21","1092269"
"21","1092283"
"21","1092307"
"21","1092331"
"21","1092337"
"21","1092349"
"21","1092353"
"21","1092361"
"21","1092373"
"21","1092379"
"21","1092389"
"21","1092391"
"21","1092397"
"21","1092419"
"21","1092433"
"21","1092451"
"21","1092461"
"21","1092463"
"21","1092473"
"21","1092479"
"21","1092493"
"21","1092541"
"21","1092583"
"21","1092593"
"21","1092601"
"21","1092629"
"21","1092643"
"21","1092659"
"21","1092667"
"21","1092677"
"21","1092713"
"21","1092731"
"21","1092733"
"21","1092757"
"21","1092779"
"21","1092803"
"21","1092821"
"21","1092827"
"21","1092829"
"21","1092851"
"21","1092853"
"21","1092863"
"21","1092887"
"21","1092893"
"21","1092901"
"21","1092907"
"21","1092911"
"21","1092919"
"21","1092929"
"21","1092961"
"21","1092977"
"21","1092989"
"21","1092991"
"21","1092997"
"21","1093007"
"21","1093033"
"21","1093061"
"21","1093063"
"21","1093067"
"21","1093069"
"21","1093087"
"21","1093109"
"21","1093111"
"21","1093129"
"21","1093133"
"21","1093159"
"21","1093163"
"21","1093177"
"21","1093199"
"21","1093201"
"21","1093223"
"21","1093237"
"21","1093243"
"21","1093249"
"21","1093273"
"21","1093283"
"21","1093289"
"21","1093297"
"21","1093307"
"21","1093327"
"21","1093331"
"21","1093357"
"21","1093363"
"21","1093381"
"21","1093399"
"21","1093403"
"21","1093409"
"21","1093427"
"21","1093441"
"21","1093487"
"21","1093493"
"21","1093517"
"21","1093529"
"21","1093531"
"21","1093537"
"21","1093541"
"21","1093553"
"21","1093571"
"21","1093577"
"21","1093591"
"21","1093633"
"21","1093637"
"21","1093639"
"21","1093657"
"21","1093663"
"21","1093667"
"21","1093679"
"21","1093681"
"21","1093699"
"21","1093717"
"21","1093723"
"21","1093733"
"21","1093739"
"21","1093747"
"21","1093751"
"21","1093753"
"21","1093777"
"21","1093789"
"21","1093823"
"21","1093837"
"21","1093843"
"21","1093847"
"21","1093871"
"21","1093889"
"21","1093901"
"21","1093907"
"21","1093927"
"21","1093943"
"21","1093951"
"21","1093957"
"21","1093969"
"21","1093991"
"21","1093993"
"21","1093997"
"21","1093999"
"21","1094011"
"21","1094029"
"21","1094047"
"21","1094057"
"21","1094059"
"21","1094081"
"21","1094089"
"21","1094099"
"21","1094101"
"21","1094123"
"21","1094129"
"21","1094131"
"21","1094143"
"21","1094147"
"21","1094161"
"21","1094183"
"21","1094209"
"21","1094237"
"21","1094263"
"21","1094293"
"21","1094299"
"21","1094321"
"21","1094333"
"21","1094339"
"21","1094371"
"21","1094377"
"21","1094407"
"21","1094411"
"21","1094417"
"21","1094437"
"21","1094441"
"21","1094449"
"21","1094453"
"21","1094461"
"21","1094473"
"21","1094491"
"21","1094519"
"21","1094531"
"21","1094539"
"21","1094543"
"21","1094549"
"21","1094551"
"21","1094557"
"21","1094567"
"21","1094573"
"21","1094603"
"21","1094623"
"21","1094629"
"21","1094633"
"21","1094657"
"21","1094669"
"21","1094671"
"21","1094683"
"21","1094689"
"21","1094693"
"21","1094701"
"21","1094711"
"21","1094747"
"21","1094759"
"21","1094773"
"21","1094791"
"21","1094801"
"21","1094803"
"21","1094809"
"21","1094831"
"21","1094833"
"21","1094843"
"21","1094881"
"21","1094887"
"21","1094897"
"21","1094911"
"21","1094921"
"21","1094923"
"21","1094939"
"21","1094957"
"21","1094963"
"21","1094969"
"21","1094983"
"21","1094999"
"21","1095023"
"21","1095043"
"21","1095047"
"21","1095049"
"21","1095067"
"21","1095071"
"21","1095091"
"21","1095119"
"21","1095161"
"21","1095169"
"21","1095173"
"21","1095209"
"21","1095221"
"21","1095223"
"21","1095229"
"21","1095239"
"21","1095247"
"21","1095251"
"21","1095257"
"21","1095287"
"21","1095313"
"21","1095319"
"21","1095343"
"21","1095349"
"21","1095401"
"21","1095403"
"21","1095427"
"21","1095433"
"21","1095439"
"21","1095443"
"21","1095449"
"21","1095461"
"21","1095481"
"21","1095487"
"21","1095491"
"21","1095503"
"21","1095529"
"21","1095541"
"21","1095551"
"21","1095557"
"21","1095569"
"21","1095581"
"21","1095583"
"21","1095613"
"21","1095631"
"21","1095671"
"21","1095691"
"21","1095713"
"21","1095719"
"21","1095727"
"21","1095733"
"21","1095739"
"21","1095751"
"21","1095779"
"21","1095781"
"21","1095791"
"21","1095793"
"21","1095811"
"21","1095821"
"21","1095833"
"21","1095839"
"21","1095841"
"21","1095847"
"21","1095851"
"21","1095859"
"21","1095907"
"21","1095931"
"21","1095947"
"21","1095959"
"21","1095961"
"21","1095979"
"21","1095989"
"21","1096031"
"21","1096057"
"21","1096061"
"21","1096079"
"21","1096097"
"21","1096099"
"21","1096127"
"21","1096133"
"21","1096141"
"21","1096159"
"21","1096163"
"21","1096189"
"21","1096201"
"21","1096219"
"21","1096267"
"21","1096289"
"21","1096307"
"21","1096327"
"21","1096349"
"21","1096351"
"21","1096363"
"21","1096373"
"21","1096379"
"21","1096393"
"21","1096399"
"21","1096423"
"21","1096427"
"21","1096451"
"21","1096477"
"21","1096481"
"21","1096489"
"21","1096493"
"21","1096499"
"21","1096507"
"21","1096541"
"21","1096549"
"21","1096553"
"21","1096559"
"21","1096561"
"21","1096583"
"21","1096609"
"21","1096621"
"21","1096631"
"21","1096639"
"21","1096673"
"21","1096691"
"21","1096703"
"21","1096727"
"21","1096741"
"21","1096763"
"21","1096787"
"21","1096793"
"21","1096807"
"21","1096817"
"21","1096829"
"21","1096831"
"21","1096853"
"21","1096859"
"21","1096861"
"21","1096871"
"21","1096883"
"21","1096919"
"21","1096951"
"21","1096957"
"21","1096967"
"21","1096969"
"21","1096981"
"21","1096999"
"21","1097009"
"21","1097017"
"21","1097029"
"21","1097039"
"21","1097051"
"21","1097069"
"21","1097081"
"21","1097101"
"21","1097111"
"21","1097113"
"21","1097141"
"21","1097143"
"21","1097147"
"21","1097179"
"21","1097189"
"21","1097203"
"21","1097209"
"21","1097221"
"21","1097237"
"21","1097267"
"21","1097293"
"21","1097297"
"21","1097321"
"21","1097323"
"21","1097351"
"21","1097359"
"21","1097377"
"21","1097381"
"21","1097413"
"21","1097419"
"21","1097423"
"21","1097441"
"21","1097443"
"21","1097461"
"21","1097483"
"21","1097501"
"21","1097513"
"21","1097533"
"21","1097539"
"21","1097543"
"21","1097549"
"21","1097557"
"21","1097599"
"21","1097627"
"21","1097633"
"21","1097651"
"21","1097653"
"21","1097659"
"21","1097669"
"21","1097699"
"21","1097711"
"21","1097717"
"21","1097729"
"21","1097743"
"21","1097783"
"21","1097791"
"21","1097797"
"21","1097819"
"21","1097849"
"21","1097851"
"21","1097861"
"21","1097869"
"21","1097879"
"21","1097891"
"21","1097893"
"21","1097897"
"21","1097903"
"21","1097909"
"21","1097923"
"21","1097933"
"21","1097947"
"21","1097983"
"21","1098017"
"21","1098023"
"21","1098037"
"21","1098073"
"21","1098077"
"21","1098101"
"21","1098109"
"21","1098121"
"21","1098133"
"21","1098151"
"21","1098187"
"21","1098191"
"21","1098193"
"21","1098203"
"21","1098211"
"21","1098221"
"21","1098233"
"21","1098269"
"21","1098287"
"21","1098301"
"21","1098311"
"21","1098313"
"21","1098341"
"21","1098373"
"21","1098379"
"21","1098397"
"21","1098401"
"21","1098439"
"21","1098443"
"21","1098451"
"21","1098463"
"21","1098469"
"21","1098479"
"21","1098481"
"21","1098509"
"21","1098511"
"21","1098533"
"21","1098541"
"21","1098593"
"21","1098613"
"21","1098623"
"21","1098631"
"21","1098649"
"21","1098667"
"21","1098673"
"21","1098689"
"21","1098707"
"21","1098709"
"21","1098731"
"21","1098737"
"21","1098787"
"21","1098791"
"21","1098803"
"21","1098821"
"21","1098833"
"21","1098847"
"21","1098953"
"21","1098967"
"21","1098973"
"21","1098989"
"21","1099031"
"21","1099051"
"21","1099057"
"21","1099079"
"21","1099081"
"21","1099097"
"21","1099103"
"21","1099117"
"21","1099121"
"21","1099139"
"21","1099171"
"21","1099177"
"21","1099181"
"21","1099199"
"21","1099223"
"21","1099247"
"21","1099249"
"21","1099261"
"21","1099279"
"21","1099289"
"21","1099309"
"21","1099313"
"21","1099327"
"21","1099337"
"21","1099363"
"21","1099369"
"21","1099391"
"21","1099393"
"21","1099409"
"21","1099411"
"21","1099421"
"21","1099433"
"21","1099459"
"21","1099463"
"21","1099487"
"21","1099489"
"21","1099493"
"21","1099499"
"21","1099507"
"21","1099513"
"21","1099519"
"21","1099523"
"21","1099541"
"21","1099547"
"21","1099559"
"21","1099573"
"21","1099589"
"21","1099619"
"21","1099621"
"21","1099627"
"21","1099633"
"21","1099649"
"21","1099669"
"21","1099687"
"21","1099711"
"21","1099717"
"21","1099723"
"21","1099727"
"21","1099729"
"21","1099741"
"21","1099757"
"21","1099771"
"21","1099783"
"21","1099793"
"21","1099799"
"21","1099807"
"21","1099817"
"21","1099823"
"21","1099841"
"21","1099843"
"21","1099859"
"21","1099867"
"21","1099927"
"21","1099933"
"21","1099957"
"21","1099961"
"21","1099997"
"21","1100009"
"21","1100023"
"21","1100027"
"21","1100039"
"21","1100041"
"21","1100051"
"21","1100063"
"21","1100089"
"21","1100093"
"21","1100101"
"21","1100123"
"21","1100131"
"21","1100147"
"21","1100149"
"21","1100161"
"21","1100167"
"21","1100171"
"21","1100179"
"21","1100213"
"21","1100219"
"21","1100243"
"21","1100249"
"21","1100261"
"21","1100273"
"21","1100279"
"21","1100303"
"21","1100311"
"21","1100321"
"21","1100353"
"21","1100357"
"21","1100377"
"21","1100381"
"21","1100387"
"21","1100419"
"21","1100441"
"21","1100443"
"21","1100447"
"21","1100467"
"21","1100471"
"21","1100483"
"21","1100503"
"21","1100509"
"21","1100513"
"21","1100543"
"21","1100557"
"21","1100569"
"21","1100581"
"21","1100591"
"21","1100611"
"21","1100641"
"21","1100653"
"21","1100681"
"21","1100683"
"21","1100747"
"21","1100773"
"21","1100777"
"21","1100783"
"21","1100797"
"21","1100807"
"21","1100831"
"21","1100833"
"21","1100837"
"21","1100839"
"21","1100851"
"21","1100857"
"21","1100887"
"21","1100893"
"21","1100899"
"21","1100909"
"21","1100921"
"21","1100933"
"21","1100947"
"21","1100977"
"21","1101071"
"21","1101091"
"21","1101097"
"21","1101103"
"21","1101109"
"21","1101127"
"21","1101143"
"21","1101169"
"21","1101179"
"21","1101193"
"21","1101211"
"21","1101229"
"21","1101253"
"21","1101283"
"21","1101299"
"21","1101307"
"21","1101319"
"21","1101323"
"21","1101341"
"21","1101349"
"21","1101371"
"21","1101377"
"21","1101389"
"21","1101403"
"21","1101407"
"21","1101409"
"21","1101421"
"21","1101431"
"21","1101433"
"21","1101439"
"21","1101467"
"21","1101473"
"21","1101509"
"21","1101511"
"21","1101517"
"21","1101521"
"21","1101533"
"21","1101559"
"21","1101571"
"21","1101577"
"21","1101587"
"21","1101593"
"21","1101613"
"21","1101619"
"21","1101641"
"21","1101649"
"21","1101671"
"21","1101673"
"21","1101689"
"21","1101691"
"21","1101697"
"21","1101733"
"21","1101743"
"21","1101761"
"21","1101767"
"21","1101773"
"21","1101781"
"21","1101803"
"21","1101811"
"21","1101839"
"21","1101851"
"21","1101871"
"21","1101883"
"21","1101901"
"21","1101917"
"21","1101929"
"21","1101931"
"21","1101937"
"21","1101941"
"21","1101959"
"21","1101967"
"21","1102001"
"21","1102007"
"21","1102021"
"21","1102027"
"21","1102063"
"21","1102069"
"21","1102111"
"21","1102117"
"21","1102147"
"21","1102151"
"21","1102159"
"21","1102163"
"21","1102169"
"21","1102181"
"21","1102187"
"21","1102201"
"21","1102237"
"21","1102243"
"21","1102249"
"21","1102253"
"21","1102259"
"21","1102271"
"21","1102279"
"21","1102301"
"21","1102307"
"21","1102313"
"21","1102333"
"21","1102337"
"21","1102393"
"21","1102397"
"21","1102411"
"21","1102427"
"21","1102429"
"21","1102441"
"21","1102447"
"21","1102457"
"21","1102463"
"21","1102481"
"21","1102483"
"21","1102523"
"21","1102537"
"21","1102547"
"21","1102553"
"21","1102567"
"21","1102571"
"21","1102583"
"21","1102663"
"21","1102669"
"21","1102679"
"21","1102681"
"21","1102691"
"21","1102693"
"21","1102709"
"21","1102721"
"21","1102727"
"21","1102729"
"21","1102733"
"21","1102747"
"21","1102757"
"21","1102813"
"21","1102823"
"21","1102831"
"21","1102847"
"21","1102853"
"21","1102861"
"21","1102879"
"21","1102883"
"21","1102891"
"21","1102901"
"21","1102903"
"21","1102921"
"21","1102939"
"21","1102951"
"21","1102963"
"21","1102967"
"21","1102979"
"21","1102991"
"21","1102999"
"21","1103009"
"21","1103017"
"21","1103029"
"21","1103041"
"21","1103059"
"21","1103087"
"21","1103101"
"21","1103107"
"21","1103111"
"21","1103119"
"21","1103129"
"21","1103143"
"21","1103171"
"21","1103183"
"21","1103191"
"21","1103203"
"21","1103213"
"21","1103237"
"21","1103257"
"21","1103279"
"21","1103281"
"21","1103293"
"21","1103309"
"21","1103339"
"21","1103341"
"21","1103353"
"21","1103371"
"21","1103437"
"21","1103449"
"21","1103461"
"21","1103467"
"21","1103483"
"21","1103489"
"21","1103497"
"21","1103519"
"21","1103533"
"21","1103549"
"21","1103561"
"21","1103579"
"21","1103581"
"21","1103587"
"21","1103591"
"21","1103603"
"21","1103611"
"21","1103617"
"21","1103621"
"21","1103629"
"21","1103633"
"21","1103639"
"21","1103699"
"21","1103723"
"21","1103737"
"21","1103749"
"21","1103779"
"21","1103797"
"21","1103803"
"21","1103849"
"21","1103857"
"21","1103863"
"21","1103873"
"21","1103899"
"21","1103903"
"21","1103911"
"21","1103923"
"21","1103933"
"21","1103981"
"21","1103987"
"21","1103989"
"21","1104017"
"21","1104041"
"21","1104079"
"21","1104097"
"21","1104101"
"21","1104107"
"21","1104113"
"21","1104119"
"21","1104137"
"21","1104139"
"21","1104157"
"21","1104179"
"21","1104193"
"21","1104203"
"21","1104209"
"21","1104217"
"21","1104221"
"21","1104241"
"21","1104247"
"21","1104289"
"21","1104293"
"21","1104307"
"21","1104319"
"21","1104331"
"21","1104343"
"21","1104353"
"21","1104373"
"21","1104377"
"21","1104379"
"21","1104403"
"21","1104409"
"21","1104427"
"21","1104431"
"21","1104449"
"21","1104479"
"21","1104491"
"21","1104511"
"21","1104517"
"21","1104533"
"21","1104557"
"21","1104559"
"21","1104589"
"21","1104599"
"21","1104613"
"21","1104619"
"21","1104659"
"21","1104661"
"21","1104671"
"21","1104683"
"21","1104703"
"21","1104707"
"21","1104731"
"21","1104737"
"21","1104739"
"21","1104743"
"21","1104749"
"21","1104751"
"21","1104767"
"21","1104769"
"21","1104781"
"21","1104787"
"21","1104791"
"21","1104797"
"21","1104811"
"21","1104821"
"21","1104823"
"21","1104833"
"21","1104853"
"21","1104877"
"21","1104889"
"21","1104899"
"21","1104913"
"21","1104919"
"21","1104937"
"21","1104941"
"21","1104947"
"21","1104959"
"21","1105009"
"21","1105019"
"21","1105033"
"21","1105061"
"21","1105063"
"21","1105067"
"21","1105109"
"21","1105141"
"21","1105157"
"21","1105163"
"21","1105171"
"21","1105177"
"21","1105193"
"21","1105201"
"21","1105207"
"21","1105213"
"21","1105217"
"21","1105231"
"21","1105261"
"21","1105267"
"21","1105271"
"21","1105309"
"21","1105327"
"21","1105333"
"21","1105337"
"21","1105339"
"21","1105343"
"21","1105387"
"21","1105397"
"21","1105427"
"21","1105441"
"21","1105457"
"21","1105463"
"21","1105501"
"21","1105513"
"21","1105519"
"21","1105537"
"21","1105547"
"21","1105549"
"21","1105571"
"21","1105579"
"21","1105583"
"21","1105589"
"21","1105603"
"21","1105607"
"21","1105609"
"21","1105613"
"21","1105619"
"21","1105627"
"21","1105639"
"21","1105649"
"21","1105651"
"21","1105661"
"21","1105669"
"21","1105691"
"21","1105693"
"21","1105711"
"21","1105757"
"21","1105759"
"21","1105787"
"21","1105807"
"21","1105813"
"21","1105823"
"21","1105847"
"21","1105861"
"21","1105873"
"21","1105879"
"21","1105883"
"21","1105891"
"21","1105913"
"21","1105919"
"21","1105943"
"21","1105961"
"21","1105963"
"21","1105997"
"21","1105999"
"21","1106029"
"21","1106069"
"21","1106087"
"21","1106099"
"21","1106101"
"21","1106129"
"21","1106137"
"21","1106159"
"21","1106167"
"21","1106177"
"21","1106179"
"21","1106197"
"21","1106201"
"21","1106213"
"21","1106219"
"21","1106233"
"21","1106243"
"21","1106249"
"21","1106257"
"21","1106267"
"21","1106279"
"21","1106293"
"21","1106311"
"21","1106317"
"21","1106363"
"21","1106381"
"21","1106401"
"21","1106407"
"21","1106419"
"21","1106423"
"21","1106429"
"21","1106447"
"21","1106449"
"21","1106471"
"21","1106477"
"21","1106489"
"21","1106491"
"21","1106509"
"21","1106527"
"21","1106531"
"21","1106543"
"21","1106563"
"21","1106569"
"21","1106593"
"21","1106621"
"21","1106627"
"21","1106629"
"21","1106653"
"21","1106671"
"21","1106687"
"21","1106689"
"21","1106741"
"21","1106747"
"21","1106761"
"21","1106767"
"21","1106771"
"21","1106779"
"21","1106789"
"21","1106801"
"21","1106821"
"21","1106827"
"21","1106837"
"21","1106839"
"21","1106851"
"21","1106881"
"21","1106891"
"21","1106909"
"21","1106923"
"21","1106927"
"21","1106939"
"21","1106953"
"21","1106957"
"21","1106977"
"21","1106993"
"21","1106999"
"21","1107019"
"21","1107031"
"21","1107047"
"21","1107049"
"21","1107053"
"21","1107083"
"21","1107101"
"21","1107107"
"21","1107109"
"21","1107157"
"21","1107167"
"21","1107173"
"21","1107199"
"21","1107203"
"21","1107217"
"21","1107269"
"21","1107317"
"21","1107319"
"21","1107341"
"21","1107347"
"21","1107383"
"21","1107389"
"21","1107401"
"21","1107409"
"21","1107419"
"21","1107433"
"21","1107439"
"21","1107467"
"21","1107479"
"21","1107487"
"21","1107497"
"21","1107503"
"21","1107511"
"21","1107523"
"21","1107527"
"21","1107553"
"21","1107569"
"21","1107571"
"21","1107581"
"21","1107583"
"21","1107593"
"21","1107619"
"21","1107677"
"21","1107679"
"21","1107721"
"21","1107727"
"21","1107751"
"21","1107763"
"21","1107773"
"21","1107781"
"21","1107787"
"21","1107791"
"21","1107793"
"21","1107797"
"21","1107803"
"21","1107811"
"21","1107823"
"21","1107851"
"21","1107853"
"21","1107881"
"21","1107893"
"21","1107913"
"21","1107917"
"21","1107923"
"21","1107929"
"21","1107937"
"21","1107989"
"21","1108001"
"21","1108007"
"21","1108021"
"21","1108049"
"21","1108057"
"21","1108069"
"21","1108073"
"21","1108091"
"21","1108103"
"21","1108123"
"21","1108127"
"21","1108147"
"21","1108169"
"21","1108171"
"21","1108181"
"21","1108201"
"21","1108207"
"21","1108223"
"21","1108229"
"21","1108241"
"21","1108253"
"21","1108259"
"21","1108267"
"21","1108313"
"21","1108321"
"21","1108337"
"21","1108357"
"21","1108361"
"21","1108363"
"21","1108369"
"21","1108397"
"21","1108423"
"21","1108427"
"21","1108447"
"21","1108453"
"21","1108463"
"21","1108469"
"21","1108477"
"21","1108487"
"21","1108489"
"21","1108501"
"21","1108507"
"21","1108537"
"21","1108543"
"21","1108559"
"21","1108561"
"21","1108567"
"21","1108571"
"21","1108573"
"21","1108579"
"21","1108603"
"21","1108609"
"21","1108619"
"21","1108633"
"21","1108663"
"21","1108691"
"21","1108693"
"21","1108697"
"21","1108703"
"21","1108711"
"21","1108717"
"21","1108727"
"21","1108729"
"21","1108733"
"21","1108739"
"21","1108747"
"21","1108753"
"21","1108759"
"21","1108771"
"21","1108781"
"21","1108801"
"21","1108817"
"21","1108819"
"21","1108823"
"21","1108867"
"21","1108903"
"21","1108907"
"21","1108909"
"21","1108957"
"21","1108967"
"21","1108993"
"21","1108997"
"21","1108999"
"21","1109021"
"21","1109033"
"21","1109057"
"21","1109113"
"21","1109117"
"21","1109123"
"21","1109159"
"21","1109161"
"21","1109167"
"21","1109189"
"21","1109197"
"21","1109219"
"21","1109231"
"21","1109243"
"21","1109249"
"21","1109257"
"21","1109281"
"21","1109287"
"21","1109291"
"21","1109309"
"21","1109327"
"21","1109347"
"21","1109351"
"21","1109363"
"21","1109387"
"21","1109393"
"21","1109399"
"21","1109401"
"21","1109411"
"21","1109431"
"21","1109473"
"21","1109477"
"21","1109489"
"21","1109491"
"21","1109509"
"21","1109513"
"21","1109531"
"21","1109533"
"21","1109561"
"21","1109579"
"21","1109609"
"21","1109611"
"21","1109629"
"21","1109639"
"21","1109653"
"21","1109663"
"21","1109723"
"21","1109737"
"21","1109749"
"21","1109761"
"21","1109783"
"21","1109789"
"21","1109791"
"21","1109813"
"21","1109821"
"21","1109839"
"21","1109851"
"21","1109861"
"21","1109869"
"21","1109881"
"21","1109887"
"21","1109891"
"21","1109897"
"21","1109903"
"21","1109909"
"21","1109921"
"21","1109951"
"21","1109987"
"21","1110007"
"21","1110013"
"21","1110019"
"21","1110023"
"21","1110041"
"21","1110061"
"21","1110077"
"21","1110089"
"21","1110103"
"21","1110127"
"21","1110133"
"21","1110167"
"21","1110181"
"21","1110223"
"21","1110229"
"21","1110247"
"21","1110269"
"21","1110271"
"21","1110289"
"21","1110301"
"21","1110311"
"21","1110313"
"21","1110331"
"21","1110349"
"21","1110353"
"21","1110367"
"21","1110397"
"21","1110401"
"21","1110413"
"21","1110427"
"21","1110433"
"21","1110449"
"21","1110467"
"21","1110479"
"21","1110517"
"21","1110521"
"21","1110523"
"21","1110533"
"21","1110539"
"21","1110541"
"21","1110547"
"21","1110583"
"21","1110587"
"21","1110589"
"21","1110611"
"21","1110617"
"21","1110643"
"21","1110667"
"21","1110679"
"21","1110709"
"21","1110713"
"21","1110719"
"21","1110727"
"21","1110743"
"21","1110773"
"21","1110779"
"21","1110803"
"21","1110817"
"21","1110821"
"21","1110839"
"21","1110859"
"21","1110881"
"21","1110887"
"21","1110913"
"21","1110917"
"21","1110919"
"21","1110929"
"21","1110931"
"21","1110943"
"21","1110953"
"21","1110959"
"21","1110971"
"21","1110973"
"21","1110979"
"21","1110983"
"21","1110997"
"21","1111007"
"21","1111013"
"21","1111021"
"21","1111031"
"21","1111043"
"21","1111049"
"21","1111057"
"21","1111067"
"21","1111081"
"21","1111087"
"21","1111091"
"21","1111151"
"21","1111157"
"21","1111169"
"21","1111181"
"21","1111183"
"21","1111189"
"21","1111211"
"21","1111213"
"21","1111219"
"21","1111247"
"21","1111259"
"21","1111283"
"21","1111289"
"21","1111301"
"21","1111333"
"21","1111339"
"21","1111351"
"21","1111361"
"21","1111379"
"21","1111393"
"21","1111399"
"21","1111423"
"21","1111427"
"21","1111433"
"21","1111447"
"21","1111457"
"21","1111489"
"21","1111493"
"21","1111499"
"21","1111531"
"21","1111543"
"21","1111547"
"21","1111553"
"21","1111559"
"21","1111573"
"21","1111577"
"21","1111637"
"21","1111639"
"21","1111651"
"21","1111661"
"21","1111667"
"21","1111673"
"21","1111687"
"21","1111703"
"21","1111711"
"21","1111723"
"21","1111727"
"21","1111741"
"21","1111757"
"21","1111771"
"21","1111787"
"21","1111793"
"21","1111801"
"21","1111841"
"21","1111853"
"21","1111867"
"21","1111897"
"21","1111921"
"21","1111933"
"21","1111949"
"21","1111963"
"21","1111967"
"21","1111991"
"21","1112003"
"21","1112011"
"21","1112017"
"21","1112047"
"21","1112057"
"21","1112077"
"21","1112081"
"21","1112087"
"21","1112093"
"21","1112107"
"21","1112113"
"21","1112129"
"21","1112131"
"21","1112141"
"21","1112143"
"21","1112147"
"21","1112159"
"21","1112171"
"21","1112197"
"21","1112201"
"21","1112239"
"21","1112269"
"21","1112273"
"21","1112291"
"21","1112323"
"21","1112333"
"21","1112339"
"21","1112341"
"21","1112351"
"21","1112359"
"21","1112369"
"21","1112381"
"21","1112383"
"21","1112389"
"21","1112413"
"21","1112467"
"21","1112471"
"21","1112477"
"21","1112483"
"21","1112509"
"21","1112513"
"21","1112519"
"21","1112543"
"21","1112549"
"21","1112561"
"21","1112567"
"21","1112569"
"21","1112581"
"21","1112591"
"21","1112597"
"21","1112611"
"21","1112623"
"21","1112651"
"21","1112653"
"21","1112663"
"21","1112677"
"21","1112689"
"21","1112707"
"21","1112723"
"21","1112729"
"21","1112731"
"21","1112737"
"21","1112747"
"21","1112777"
"21","1112779"
